id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_30,128,75,302,271,251,100.00,100.00,87.50,100.00,1.707,0.424,0.472,0.510
values_96,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_15,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_16,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_94,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_90,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_52,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_78,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_20,50,64,255,229,1345,100.00,100.00,87.50,100.00,0.781,0.196,0.218,0.037
values_53,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_43,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_42,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_0,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_61,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_97,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_14,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_87,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_50,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_83,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_67,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_86,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_23,50,64,255,229,1345,100.00,100.00,87.50,100.00,0.781,0.196,0.218,0.037
values_64,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_44,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_71,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_93,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_88,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_26,50,64,255,229,1345,100.00,100.00,87.50,100.00,0.781,0.196,0.218,0.037
values_59,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_57,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_82,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_75,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_51,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_7,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_92,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_56,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_47,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_95,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_98,194,99,446,403,371,100.00,100.00,87.50,100.00,1.960,0.435,0.481,0.523
values_8,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_18,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_28,50,64,255,229,1345,100.00,100.00,87.50,100.00,0.781,0.196,0.218,0.037
values_81,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_17,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_38,128,70,291,262,242,100.00,100.00,87.50,100.00,1.829,0.440,0.489,0.529
values_41,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_73,138,74,315,284,262,100.00,100.00,87.50,100.00,1.865,0.438,0.486,0.527
values_66,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_58,41,58,219,196,907,100.00,100.00,87.50,100.00,0.707,0.187,0.209,0.045
values_70,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_46,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_11,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
values_33,128,70,291,262,242,100.00,100.00,87.50,100.00,1.829,0.440,0.489,0.529
values_72,138,79,326,293,271,100.00,100.00,87.50,100.00,1.747,0.423,0.471,0.509
values_6,178,95,422,381,351,100.00,100.00,87.50,100.00,1.874,0.422,0.467,0.507
